Source,"TIBIAL KNEE CENTRE ",,,MEDIAL PLATEAU,,,LATERAL PLATEAU,,,MEDIAL MALLEOLUS,,,LATERAL MALLEOLUS,,,TUBEROSITY,,,PCL,,,"ANKLE ",,,PCL OPP,,,Medial epicondyle,,,Lateral epicondyle,,,Plateau_Length,Knee_Centre_To_Ankle_Length
188_Tibia_L,29.13521043,146.1226578,-184.0749677,21.83653857,143.845704,-183.6878779,36.39816715,143.6384425,-184.1505653,21.84560618,83.33773242,-75.86063051,41.9886418,72.98790871,-79.13821309,32.51217318,146.526112,-162.9517785,29.63595105,138.6463082,-184.9206839,31.91712416,78.16282056,-77.4994218,29.24123845,152.6236292,-178.1925188,16.8769311,143.5404492,-183.4238947,41.81286201,144.9965217,-183.2176213,14.57045174,126.4303188
189_Tibia_L,127.1419106,953.8669164,-376.82901,95.29154563,944.417224,-380.3342668,158.8364198,944.64349,-382.5350902,95.33111539,480.4734189,-104.8563727,183.2324553,448.5106972,-139.8256293,141.8784953,909.3023601,-296.1197008,129.3270714,927.4575021,-396.3380135,139.2817861,464.492058,-122.341001,127.6046018,965.6003779,-340.4133343,73.64852471,942.687609,-380.0026629,182.4653773,947.7403409,-376.0460654,63.58337718,551.7239122
190_Tibia_L,111.6184068,890.6227416,132.2035483,83.65684027,884.9769004,125.3905843,139.4431469,886.1149835,123.8166461,83.69157873,411.3247436,131.1838313,160.8605269,402.3737204,90.56704819,124.5557152,821.3133593,174.0041047,113.5367685,879.1075173,105.7786345,122.2760535,406.849232,110.8754397,112.0246053,883.5588071,165.04035,64.6563431,883.5163379,124.8834804,160.187106,885.6211091,130.1095381,55.82010858,484.3606944
191_Tibia_L,114.4898919,723.3420609,574.2044438,85.80898863,721.8209505,565.2569131,143.0304488,723.6391296,564.4424572,85.84462077,298.1023738,327.4844368,164.9988104,310.9819813,286.8137095,127.7600244,640.3362543,575.7898598,116.4576052,726.6653925,544.8253369,125.4217163,304.5421775,307.1490732,114.9065403,700.2263556,599.7506987,66.31968637,720.7836008,564.057382,164.3080651,719.9730275,569.7791728,57.2561317,496.821314
192_Tibia_L,84.86131565,251.5158488,636.6618301,63.60267746,253.8554448,630.3545996,106.0159273,255.3243921,630.5056217,63.62908844,69.98675496,320.6936742,122.2991471,93.32710836,299.3600432,94.69730097,197.6461364,606.9170601,86.3198089,264.5372018,619.0347735,92.96411825,81.65693166,310.0268587,85.17014051,227.2100779,644.4933703,49.15696699,253.6341146,629.200162,121.7871582,250.9932697,632.5726257,42.43894881,368.2500668
193_Tibia_L,127.1354714,-150.5823359,1014.436107,95.28671953,-142.8222414,1008.005388,158.8283754,-141.0294962,1009.301686,95.32628729,-149.420859,468.506644,183.2231753,-103.1575767,458.3112597,141.8713098,-198.1939584,935.4914131,129.3205215,-120.4838606,1001.320049,139.2747321,-126.2892179,463.4089518,127.5981392,-187.9840727,1006.390153,73.64479474,-142.2446405,1006.341779,182.4561362,-148.1972189,1008.739153,63.58015692,551.6959697
194_Tibia_L,351.516941,-85.74514112,464.057317,333.9802943,-81.32635987,469.9538179,365.6840013,-80.30552837,452.502008,180.3981386,-85.08376873,203.8966596,220.8404535,-58.74036234,173.8436727,336.3072162,-112.8563243,420.9314316,348.8601698,-68.60635788,456.9672159,200.6192964,-71.91206553,188.8701659,349.4543205,-107.042574,459.9578455,322.8342475,-80.99746027,475.2951457,377.1755254,-84.38699911,445.4975008,36.20404402,314.1487247
195_Tibia_L,699.7720449,-111.8499616,294.9705473,683.8070123,-106.0858972,313.0695398,708.2397033,-104.754277,272.6766134,336.7790352,-110.9872366,112.6789068,362.8648095,-76.62366854,52.35110943,654.462155,-147.2150535,256.1720648,692.1464039,-89.4933333,288.6937822,349.8219226,-93.80545256,82.51500766,694.7681647,-139.6313265,291.6847295,674.699241,-105.6568652,326.3732635,716.6529905,-110.0783378,257.268694,47.22624382,409.7902497
196_Tibia_L,874.4703515,-129.8058964,-109.5940884,868.9269036,-123.1164927,-82.13963455,870.0443464,-121.5710996,-136.9141972,403.8649321,-128.8046731,-82.17374299,395.0762453,-88.9245185,-157.9431503,806.4179685,-170.8483553,-122.2967649,863.163968,-103.8602266,-111.4776585,399.4705887,-108.8645958,-120.0584473,867.5345289,-162.0471678,-109.99292,867.49283,-122.6185857,-63.48373159,869.5594289,-127.7498634,-157.2819426,54.80775157,475.5762983
197_Tibia_L,510.0527314,-94.24383979,-386.3578255,516.5336688,-89.38708747,-367.0830199,497.3521087,-88.26507544,-401.9290654,224.1060411,-93.51691493,-198.2784453,191.0743282,-64.56246063,-242.7292327,462.6523891,-124.0421697,-369.6405766,502.2598892,-75.40633225,-383.4377263,207.5901844,-79.03968778,-220.5038394,505.5469374,-117.6521849,-384.0907666,522.4044065,-89.02558872,-354.8322238,489.653344,-92.75108443,-414.5595812,39.79243704,345.2858284
198_Tibia_L,297.5473914,-112.8270758,-705.8852092,315.8044954,-107.0126569,-689.7807071,275.058699,-105.6694037,-714.4268405,113.6632626,-111.9568141,-339.7211156,52.8084454,-77.29304805,-366.0347735,258.4099677,-148.5011149,-660.1794949,291.2157928,-90.2751414,-698.192951,83.23585354,-94.62493106,-352.8779448,294.2328688,-140.8511369,-700.8376154,329.2244397,-106.5798769,-680.5933708,259.516177,-111.0399752,-722.9136256,47.63880923,413.3701514
199_Tibia_L,-93.25688744,-110.4557194,-744.112975,-69.8950716,-104.7635057,-739.3958894,-116.5043851,-103.4484845,-740.3467549,-69.92409549,-109.6037485,-343.6607492,-134.3985502,-75.66853227,-336.1821927,-104.0659748,-145.3799751,-686.2051671,-94.85967358,-88.37777293,-734.4920351,-102.1613234,-92.63614037,-339.921471,-93.59626522,-137.8907814,-738.2110761,-54.02020582,-104.3398217,-738.1755933,-133.8359088,-108.7061794,-739.9341241,46.63755494,404.6820953
200_Tibia_L,-296.987863,-72.44392304,-392.0704091,-282.1715892,-68.71060539,-397.0522151,-308.9572575,-67.84813041,-382.3076178,-152.4138709,-71.88514606,-172.267183,-186.5825702,-49.62826153,-146.8761667,-284.1375473,-95.34948295,-355.6344282,-294.7432235,-57.96379416,-386.0801602,-169.4982209,-60.7567038,-159.5716747,-295.2452065,-90.43759089,-388.6068682,-272.7545734,-68.43272635,-401.5649692,-318.6661586,-71.29646286,-376.389685,30.5878904,265.4163925
201_Tibia_L,-838.9184407,-134.0908029,-353.62406,-819.778836,-127.1805813,-375.3219524,-849.0698533,-125.5841746,-326.8970816,-403.74597,-133.0565291,-135.0845801,-435.0187784,-91.85992637,-62.7608825,-784.5988912,-176.4880778,-307.1106808,-829.7764766,-107.2886637,-346.0991895,-419.3823745,-112.4582277,-98.9227307,-832.9195622,-167.3963621,-349.6848727,-808.860027,-126.6662383,-391.2710593,-859.1560832,-131.9669,-308.4253696,56.61696142,491.2751228
202_Tibia_L,-947.3338119,-140.6217083,118.7257925,-941.3284676,-133.3749236,88.98375225,-942.539019,-131.7007638,148.3222938,-437.5161548,-139.53706,89.02070271,-427.9951686,-96.33397284,171.1034415,-873.6111028,-185.0839465,132.4868937,-935.0853471,-112.5141683,120.7663073,-432.7556617,-117.9355164,130.0620728,-939.8200761,-175.5494179,119.157856,-939.7749027,-132.8355295,68.77338418,-942.0136967,-138.3943605,170.38714,59.37449586,515.2027244
203_Tibia_L,-335.9072771,-62.06650737,254.4450744,-340.1754516,-58.86797838,241.7511957,-327.542982,-58.12905084,264.6998823,-147.5903283,-61.58777383,130.5809548,-125.8365133,-42.51913384,159.8550711,-304.6906618,-81.69090156,243.4355351,-330.7751168,-49.66062171,252.521974,-136.7134206,-52.05345384,145.2180132,-332.9398801,-77.48262608,252.9520492,-344.0417646,-58.62990484,233.6831445,-322.4727786,-61.08341806,273.0180069,26.20624961,227.3961403
204_Tibia_L,-340.6608097,-129.1752645,808.1651324,-361.5632946,-122.5183598,789.7271528,-314.9135964,-120.9804746,817.9444117,-130.1326115,-128.1789054,388.9453367,-60.46017641,-88.49249935,419.0717376,-295.8525311,-170.0183282,755.8368443,-333.4117881,-103.3556457,799.3582971,-95.29639341,-108.3357024,404.0085375,-336.8660262,-161.2598992,802.3861626,-376.9277347,-122.0228717,779.2086086,-297.1190257,-127.1292203,827.6608978,54.54148085,473.265821
205_Tibia_L,113.390033,-134.3019053,904.7588562,84.98465577,-127.3808048,899.0234033,141.6564121,-125.7818849,900.1795502,85.0199456,-133.2660032,417.8533594,163.4137324,-92.00454368,408.7602641,126.5326846,-176.7659273,834.3493837,115.3388432,-107.4575709,893.0608603,124.2168397,-112.6352734,413.3068117,113.8026788,-167.6598983,897.5828017,65.68257949,-126.8656521,897.5396585,162.7296228,-132.1746587,899.6778369,56.70609479,492.0485492
206_Tibia_L,127.9129071,-46.11671371,699.9129977,106.205699,-52.46699544,695.4761049,143.5544399,-29.47542977,696.3704894,108.5057087,-56.39612924,323.2474547,145.0658206,1.569301446,316.2131211,153.1427007,-69.48193336,645.4448877,118.8352477,-27.3785837,690.8635374,126.7857651,-27.41341364,319.7302879,141.0920746,-68.30526366,694.361669,93.07503056,-59.58782224,694.3282938,160.1451148,-25.6072438,695.9823687,43.86730516,380.6441602
207_Tibia_L,75.03435929,13.46584849,392.4073943,66.2748201,4.297450369,389.9198429,77.96394528,25.93055987,390.4212811,68.49300127,3.034456404,181.2292268,69.99513866,41.42765404,177.2854159,93.83427258,9.193695653,361.8697572,65.37402334,20.0192313,387.3337992,69.24407011,22.23105547,179.2573214,87.65337759,6.386912333,389.2950326,61.89552554,-2.840851488,389.2763207,84.93500575,32.45950827,390.2036806,24.59427808,213.4087859
208_Tibia_L,125.1366473,105.6518784,843.0147707,118.6878683,79.18498902,837.6707262,117.1980645,131.9892554,838.7479734,124.171439,79.21787055,389.3375031,85.72581386,152.2617758,380.8649542,164.7027676,117.8976269,777.4103006,100.1242694,107.4676946,832.1150892,104.9486264,115.7398238,385.1012286,156.2181677,106.0363637,836.3284367,118.2078715,61.20015771,836.2882377,123.1545719,151.6243524,838.2804989,52.83626146,458.4693391
209_Tibia_L,39.72420168,110.1821381,602.8938935,45.19423309,91.4838953,599.0720248,25.38966511,123.655505,599.8424333,48.57872628,93.46508693,278.4402021,-1.351771237,124.9573842,272.3809393,59.85062925,131.91468,555.9759322,23.58347534,102.3627871,595.0988327,23.6134773,109.211236,275.4105707,58.83706474,121.5344628,598.1120675,51.32799972,80.1733469,598.0833186,22.05767141,137.9464477,599.5081123,37.786597,327.8808088
210_Tibia_L,-12.23866427,68.19624717,356.6461006,-3.905810489,60.23499175,354.3852474,-23.56742813,70.85885097,354.840988,-2.757917052,62.25102324,164.7132495,-37.65222441,63.61626623,161.1288503,-8.35584587,85.28286649,328.8914524,-18.19481713,59.41628736,352.0348779,-20.20507096,62.93364486,162.9210499,-5.804853353,79.66525549,353.817378,2.581955948,56.25479578,353.8003714,-29.50137337,77.19461724,354.6432181,22.35292581,193.9601863
211_Tibia_L,-119.3147081,141.3192342,952.0328723,-89.42513841,134.0365034,945.9977397,-149.0580169,132.3540392,947.2142958,-89.46227215,140.2292058,439.6863664,-171.952166,96.8118183,430.1181532,-133.1440685,186.0020185,877.9444764,-121.3653444,113.0722724,939.7236515,-130.7072198,118.520512,434.9022598,-119.7489148,176.4201958,944.4818661,-69.11452084,133.4944337,944.4364687,-171.2323114,139.0808381,946.6863678,59.66901115,517.7582848
212_Tibia_L,-120.9470209,43.60528787,661.7971078,-100.4219448,49.60974571,657.6018395,-135.7367465,27.87025564,658.4475175,-102.5967005,53.32490658,305.6440319,-137.1658203,-1.483840365,298.9927744,-144.8028494,65.69808346,610.2952242,-112.363713,25.8875997,653.2404633,-119.8812608,25.92053287,302.3184032,-133.4084767,64.58549289,656.5480936,-88.00634684,56.34278624,656.5165359,-151.4239257,24.2127235,658.0805331,41.47837773,359.9150253
213_Tibia_L,-71.30707483,-12.79694096,372.9148045,-62.98266022,-4.083977233,370.5508207,-74.09113548,-24.64247566,371.0273502,-65.09065464,-2.883721696,172.2267793,-66.5181743,-39.36976145,168.4788747,-89.17311428,-8.737004621,343.8941053,-62.12660996,-19.02478861,368.0932371,-65.80441461,-21.12674181,170.352827,-83.29925135,-6.069646492,369.9570474,-58.82090435,2.699733982,369.939265,-80.71591292,-30.84710267,370.8205589,23.37257283,202.8078391
214_Tibia_L,-33.84702175,-28.5767719,228.0190486,-32.10275282,-21.41799467,226.5735889,-31.69978998,-35.70051855,226.8649632,-33.58595173,-21.42688848,105.3081988,-23.18716018,-41.18383981,103.0165396,-44.54888537,-31.88900795,210.2743194,-27.0816615,-29.06791476,225.0708975,-28.38655595,-31.30536431,104.1623692,-42.25396662,-28.68076767,226.2105257,-31.97292305,-16.55344868,226.1996527,-33.31090901,-41.01142921,226.7385205,14.29117792,124.0070116
215_Tibia_L,-40.20534551,-111.516676,610.1962094,-45.74163052,-92.59195812,606.3280499,-25.69718747,-125.1532338,607.1077897,-49.16711706,-94.59714615,281.8126999,1.368144036,-126.4708816,275.6800467,-60.57554653,-133.5124448,562.7099727,-23.86912095,-103.6026162,602.3067341,-23.89948629,-110.5340142,278.7463733,-59.54970562,-123.0065013,605.3564655,-51.94969,-81.14441513,605.3273684,-22.3248363,-139.61727,606.7694193,38.24427232,331.8521365
216_Tibia_L,17.02672209,-94.87624814,496.1745748,5.433856855,-83.80035942,493.0292218,32.78756899,-98.58052615,493.663259,3.836880084,-86.60511059,229.1530075,52.38267404,-88.50446925,224.1663056,11.62485238,-118.6475611,457.5616451,25.31306423,-82.66135832,489.7593315,28.10977737,-87.5547901,226.6596565,8.075850652,-110.8322065,492.2391883,-3.592078792,-78.26301571,492.2155283,41.04301536,-107.3949955,493.3881167,31.09792436,269.8420446
217_Tibia_L,35.8789352877212,-42.5729681777442,192.232581499449,26.1699135697443,-46.2632175912789,189.035791353405,45.8018147831245,-40.6228844186333,188.785266139942,23.7414647109865,-66.4099987712604,33.7739803487022,44.5571562123143,-46.5487082479079,24.191551978894,46.6996397550768,-58.2868275573424,169.595710161165,33.5540299792687,-34.524752458592,186.561446324363,34.1493100895175,-56.4793528081732,28.9827647965079,42.2417576528812,-55.3291402861569,188.45887679807,19.2050688639909,-47.492619253891,189.462984782955,53.3238536427608,-38.4590886703298,189.351236406463,20.4276201852528,163.850180928675
218_Tibia_L,109.696620446296,-94.9452775525595,500.919820227166,86.2126082572847,-108.400699995523,492.589621814548,134.440398490033,-85.881376330426,491.936803005627,88.1750376762796,-161.242781205245,88.0082659904158,133.652582353512,-101.640151242327,63.0383662007809,143.951625591623,-130.977417378612,441.932642128477,100.432216272539,-75.1791486235387,486.141971486701,110.913808771209,-131.441464570246,75.5233125327124,131.272626354677,-125.182359114811,491.086297388008,68.7882041102845,-114.403963342122,493.702802807401,152.917970214706,-77.2461120956442,493.411608795302,53.2303096127074,426.960937291558
219_Tibia_L,68.8967054553417,-42.8461263120123,280.130399250625,57.1025061010519,-52.3326433189752,275.471885626418,81.7709167796747,-35.6750443084106,275.106808449998,62.8092402668923,-81.3481255760786,49.2170397211873,82.7143963870925,-44.4482760327726,35.2530724057267,90.9695581590892,-59.7516323150014,247.142880920926,62.0503367378161,-32.7388448695586,271.866153156601,72.761817495389,-62.8981999998998,42.2350540709771,83.4593817325005,-57.6599485521923,274.631178481672,48.0033742658273,-57.172869398777,276.094412073515,91.2215067455028,-29.2889061671524,275.931567060052,29.7680931796227,238.770224291913
220_Tibia_L,123.784540178476,-52.2301919562663,463.883746196896,106.951784132045,-70.8013156790287,456.169450435038,142.983540553398,-37.1663460450341,455.564898523851,123.801962939339,-116.779814065625,81.5012752049073,146.799360409527,-51.2711638286937,58.3775532261603,164.265560225512,-74.1623687220865,409.257851893903,109.968554707025,-37.4725794873708,450.198514433958,135.300660105877,-84.0254878467276,69.9394109160739,151.440301383201,-72.6867769916774,454.77727600198,93.3233812319316,-81.0749568447449,457.200327130886,156.786310985549,-24.2732144382676,456.93066287775,49.294666406223,395.393097004478
221_Tibia_L,59.6129198077878,-14.72735716047,212.015800888072,53.3420994329077,-24.3142009547508,208.490019681797,67.2026677544994,-6.55458135700158,208.213712183033,64.2359283567998,-43.8649813623242,37.2497598323553,69.9336587665077,-12.6489298713334,26.6811756234223,79.4548844765622,-21.7336433292751,187.049302654784,52.3209994469856,-9.0533132125147,205.761032540732,67.0847927749009,-28.256955232222,31.9654662198868,73.5598287973029,-21.9845097988335,207.853733155656,47.9245320143586,-29.9263070797506,208.961176841492,72.5116605372329,0.252477113376643,208.837928111464,22.529886557374,180.712484139158
222_Tibia_L,153.277406095992,-13.0786373864804,531.149348317714,141.51807629065,-39.257804900486,522.316438778991,168.854458988406,10.1184672080063,521.624223636116,176.135719694795,-83.3647360201557,93.3193921258343,178.000404932725,-3.89104555322064,66.8426078875733,205.119986564928,-22.6387635203804,468.602409783696,133.010656482569,-1.8965737872154,515.479685407438,177.068060216296,-43.6278901433529,80.0809962288047,190.631628882477,-25.569807410693,520.722391673599,130.312308251497,-55.2675226099796,523.496798060135,179.323263046147,29.042413460417,523.188031060877,56.4426543328188,452.72719194199
223_Tibia_L,82.1959073475606,5.92498420705815,284.53706843502,78.1678513059899,-8.91200849175879,279.805272766137,88.4938439629499,19.5040845757869,279.434452641621,100.180481768846,-29.3481908442607,49.99126205788,94.5070384868401,12.8580258848062,35.8076306694536,110.427250548963,5.21118513174948,251.030630770318,70.5355824947314,10.143078367708,276.142819318503,97.3437589641512,-8.2450823151069,42.8994443398437,103.007010932766,2.44620015092253,278.951340643746,73.5804670009514,-18.3219016050649,280.437592038712,92.4470783809075,30.3941524174435,280.272185346457,30.2363684515809,242.526265736729
224_Tibia_L,97.51900990603,22.7345830184908,345.736195280295,95.5050740308637,4.16270367001417,339.986670129139,102.496183975519,40.2282971807199,339.536092846929,125.807475659257,-16.1790578556062,60.7435398003292,110.976048443163,33.395199592467,43.509248400393,131.535786541483,27.2441746059698,305.023087707684,82.7234015278878,25.5804119212971,335.536484684618,118.391760623345,8.60807084479956,52.1263916412477,123.156153735365,22.5154055977261,338.949071602357,91.7882873163779,-8.00230379488792,340.754990617942,105.17055962101,54.0491572817904,340.554007734522,36.7397015968416,294.689577117449
225_Tibia_L,152.999335811033,62.1980195612763,570.249193891008,154.510397394619,31.4234927695432,560.766061585336,156.593784291268,91.9807125279316,560.022889954844,209.123700292426,6.10394425860864,100.188973784308,172.171148884243,83.0370870144249,71.7631366510898,207.25148585777,78.3214466612102,503.097946520863,128.161974451656,63.0165209642178,553.426029800851,190.647422268339,44.5705152296036,85.976051161695,194.820590939928,68.4558433180306,559.054670844194,151.594298776385,10.6468405981872,562.033311428917,157.384480242815,115.185902407742,561.701814961897,60.5976044897753,486.054095849202
226_Tibia_L,79.329500457234,47.8979821944165,319.958587827154,82.8680732483721,30.9760573878241,314.637739234633,78.7073436599313,64.7183813917585,314.220756364771,115.355921671536,21.73810906842,56.2145863795925,88.1249811041525,61.1292977698029,40.2652596564974,107.979626794604,61.5951058124386,282.280992646739,65.4933471160345,46.1715247090955,310.519353396426,101.740450137871,41.433702989976,48.2399207422797,101.956637255799,55.0367103665494,313.677502603662,83.0756680950918,19.2061457315935,315.348774821742,77.1087377964675,77.647581182526,315.162776941178,34.0004408002069,272.717934162023
