Source,HIP CENTRE ,,,FEMUR KNEE CENTRE ,,,MEDIAL EPICONDYLE,,,LATERAL EPICONDYLE,,,MEDIAL DISTAL CONDYLE,,,LATERAL DISTAL CONDYLE,,,MEDIAL POSTERIOR CONDYLE,,,LATERAL POSTERIOR CONDYLE,,,Medial Anterior Cortex,,,Lateral Anterior Cortex,,,Medial Posterior Proximal,,,Lateral Posterior Proximal,,,MA Length,TEA Length,AP Length
300_Femur_L,-325.8050668,-18.21066365,-909.4103453,-309.4448286,-261.1415718,-1440.244204,-361.9654147,-265.6232853,-1402.765648,-258.6801052,-238.0924906,-1423.200592,-343.1834104,-274.7499032,-1448.102683,-282.4329987,-260.1725471,-1453.335868,-356.8652246,-230.1056129,-1447.589127,-283.9622155,-219.3626234,-1457.074839,-317.4749116,-294.8805628,-1404.263797,-266.5240977,-286.1714436,-1406.45121,-345.4699187,-226.6440989,-1413.429933,-283.6346083,-216.7684162,-1414.536359,584.0099906,108.8273254,87.31824043
301_Femur_L,-219.0210652,295.0716926,-535.5632452,-208.0229649,332.0671171,-926.2597319,-243.3297046,316.8605454,-905.9468025,-173.8965963,339.7571269,-908.5899267,-230.7035825,326.7860077,-935.4088673,-189.8643776,337.0316736,-933.5557506,-239.9011237,352.6044867,-920.1039176,-190.892387,362.0472254,-922.0153631,-213.4211539,300.3310505,-916.6530372,-179.1696868,306.1365816,-914.9991757,-232.2406779,343.1380313,-899.05356,-190.6721545,349.25937,-896.3782584,392.5982226,73.15870473,58.69931438
302_Femur_L,-135.0107947,87.0850204,-104.5654223,-189.8532387,98.00354421,-206.0470986,-195.8798491,93.51560231,-195.6452153,-178.5233662,100.2731101,-206.5667324,-197.0003137,96.44492122,-205.0386556,-186.2887,99.46874239,-210.5914873,-197.0926396,104.0647737,-199.7695962,-184.8484833,106.8516256,-207.4901623,-189.8153502,88.63722382,-202.7951199,-180.8169101,90.35062027,-207.4267543,-192.0283799,101.2709223,-195.5197224,-181.0090322,103.0775236,-200.970033,115.8681943,21.59145539,17.32403042
303_Femur_L,-543.4801939,279.7130519,-74.03847049,-859.0089946,314.7828447,-268.2476043,-859.0676319,300.3677832,-229.6347806,-828.3279614,322.0725853,-287.8885479,-877.2700015,309.7766198,-253.9644486,-856.3919373,319.4889934,-286.6129945,-869.0648309,334.251233,-239.1595832,-847.4051262,343.2024721,-280.2991998,-853.681,284.6986574,-259.2626396,-836.0889352,290.2020075,-286.5974353,-848.1527176,325.2775118,-235.4710757,-826.2540036,331.0802315,-268.3286596,372.1632734,69.35075473,55.64398331
304_Femur_L,-705.9578336,388.9515846,288.7047198,-1220.958159,437.7174586,274.2074684,-1194.182476,417.67277,320.7473864,-1197.666535,447.8541188,229.223468,-1233.018179,430.7561135,304.1041422,-1230.575476,444.2615364,250.2715522,-1212.843813,464.7889894,316.2279694,-1215.363403,477.2360261,251.6266327,-1208.295002,395.8842576,281.3231431,-1206.114948,403.5368742,236.1742428,-1185.096082,452.3106905,306.1302793,-1181.569607,460.3795917,251.336331,517.5071168,96.4348491,77.37506475
305_Femur_L,-449.2937572,374.1844593,580.1105744,-885.3373615,421.0988644,815.7560411,-840.6428424,401.8152022,841.6510104,-887.5701091,430.8506713,767.0741641,-881.0043119,414.4018171,846.4653912,-904.8635624,427.3944866,800.4400317,-858.3643661,447.1425843,846.8620946,-891.5378767,459.1170507,794.2517492,-871.3643511,380.8539231,815.5932425,-891.265427,388.2159967,776.9289989,-840.1036281,435.1380425,825.1021263,-863.5223692,442.900596,777.7545037,497.8591892,92.77355674,74.43740542
306_Femur_L,-114.7175949,433.3964272,842.085747,-415.6314928,487.7346956,1330.976251,-355.8035379,465.3995342,1331.067105,-446.0638045,499.0296549,1283.438068,-393.5007104,479.9778892,1359.270444,-444.0874208,495.0265542,1326.921298,-370.5615744,517.8996446,1346.557088,-434.3046236,531.7689832,1312.996843,-401.7098986,441.1212852,1322.720884,-444.0633128,449.6483533,1295.463171,-364.8464818,503.9954715,1314.155185,-415.7570824,512.9863925,1280.224611,576.6417833,107.4542968,86.21658306
307_Femur_L,204.4031217,275.3779644,499.8185865,194.1390586,309.9042337,864.4391378,227.0893496,295.7125817,845.4819375,162.2903583,317.0809955,847.9486538,215.3059223,304.975597,872.9776399,177.192415,314.5374449,871.2482042,223.8895996,329.0708944,858.694176,178.1518129,337.8834041,860.4780474,199.1769608,280.2863013,855.4736148,167.2115112,285.7043586,853.9301356,216.7404287,320.2362509,839.0487651,177.9462791,325.9490381,836.552019,366.3953612,68.27593332,54.78159412
308_Femur_L,289.0796266,186.4629065,223.8912327,406.506039,209.8412059,441.1796737,419.4099721,200.2318071,418.9075837,382.2469763,214.7007082,442.2922923,421.8090654,206.5039457,439.0204364,398.8737936,212.9784287,450.9099339,422.0067499,222.8192642,427.7385406,395.7900601,228.7863581,444.2695029,406.4249135,189.7864213,434.216669,387.1578193,193.4550762,444.1337363,411.1633629,216.8371831,418.6388835,387.5691833,220.7054044,430.3088671,248.0922687,46.23074683,37.09350999
309_Femur_L,547.793219,281.9328373,74.62603519,865.8260366,317.2809418,270.3764007,865.8851393,302.7514832,231.457148,834.9015206,324.6285334,290.1732136,884.2319617,312.2349878,255.9798946,863.1882105,322.0244382,288.8875374,875.9616755,336.9038301,241.0575388,854.1300806,345.9261056,282.5236368,860.4557594,286.9580083,261.3201318,842.7240851,292.5050326,288.8718547,854.8836049,327.858894,237.3397595,832.811104,333.7076637,270.4580991,375.116738,69.90111811,56.08557055
310_Femur_L,674.7773842,371.7725342,-275.9533309,1167.031391,418.3845375,-262.096388,1141.438325,399.2251744,-306.5807504,1144.768502,428.073486,-219.099222,1178.55875,411.7306582,-290.672598,1176.223934,424.6395793,-239.2176632,1159.275436,444.2603843,-302.2609451,1161.683742,456.1576655,-240.5128932,1154.927535,378.3990078,-268.8977805,1152.843769,385.7136268,-225.742998,1132.753255,432.3332216,-292.6092455,1129.382537,440.0457391,-240.2354134,494.6500793,92.17555518,73.95759535
311_Femur_L,464.1343039,386.5440834,-599.2721095,914.5807914,435.0081104,-842.701142,868.4099751,415.0874928,-869.4514437,916.8872885,445.0820275,-792.4112622,910.1046176,428.089854,-874.4248475,934.7519589,441.5116822,-826.8792322,886.7168555,461.912076,-874.8346544,920.9861148,474.282069,-820.4865455,900.1462408,393.4338452,-842.5329661,920.7046658,401.0390942,-802.5916104,867.8529501,449.5110142,-852.3559362,892.0452317,457.5299713,-803.4443822,514.3038925,95.83794443,76.89613482
312_Femur_L,105.3429785,397.9796694,-773.2712736,381.6664691,447.8774645,-1222.210095,326.7275997,427.3675119,-1222.293525,409.6118803,458.2494101,-1178.556689,361.3441939,440.7545372,-1248.192113,407.7970049,454.5734391,-1218.486509,340.279623,475.5773616,-1236.51768,398.8136489,488.3133106,-1205.699947,368.8825348,405.0732591,-1214.629349,407.774867,412.9035031,-1189.599111,335.0315626,462.8094247,-1206.763631,381.7817957,471.0656159,-1175.605832,529.5191467,98.67323057,79.17104311
313_Femur_L,-274.8950354,370.346767,-672.1895776,-261.0912346,416.7800109,-1162.555764,-305.4049971,397.6941249,-1137.060849,-218.258965,426.4318018,-1140.378255,-289.5578534,410.1516495,-1174.038915,-238.300251,423.0110643,-1171.713054,-301.1017586,442.5566225,-1154.829554,-239.5905136,454.408277,-1157.228624,-267.8665435,376.9478278,-1150.498327,-224.8772617,384.2343949,-1148.422553,-291.4870738,430.6752011,-1128.409087,-239.314098,438.3581406,-1125.051296,492.7530698,91.82205708,73.67396414
314_Femur_L,-166.4531659,72.08189036,-264.3611757,-170.8823971,90.61116249,-457.2141833,-182.2222992,75.39669181,-447.1874498,-158.1919444,102.3211169,-448.4921312,-179.2745333,82.75585678,-461.7303188,-164.3452188,97.21508031,-460.8155956,-189.5784871,91.52276979,-454.1755911,-170.9586794,107.6550516,-455.1191061,-165.3573509,75.71226519,-452.4721904,-152.1483189,86.64751454,-451.6558222,-183.9674022,89.36668246,-443.7848532,-167.7084058,102.2428322,-442.4642886,193.7917298,36.11211447,28.97476606
315_Femur_L,-540.0405814,-62.34313519,-792.2909074,-579.3026915,-20.88799327,-1370.271709,-585.936279,-77.3696956,-1340.221572,-563.9122566,28.52160961,-1344.131704,-589.3131277,-53.85190282,-1383.806575,-572.2315549,6.048308507,-1381.065148,-629.194057,-46.53804231,-1361.165043,-605.0409634,23.23476514,-1363.992759,-542.6365358,-51.27849147,-1356.059948,-524.7392427,-3.102528198,-1353.613291,-611.3997015,-43.72590744,-1330.023984,-588.4947289,14.05799742,-1326.066249,580.7941538,108.2280704,86.83742471
316_Femur_L,-230.9958945,-171.4599134,-419.2639077,-259.9576397,-162.8500871,-725.1193547,-248.0532255,-190.4898511,-709.2174454,-265.9777384,-136.1343728,-711.2866063,-255.8233407,-180.6055333,-732.2817249,-263.8441263,-148.6346974,-730.8310187,-276.0352512,-187.8057979,-720.3002959,-283.4274679,-149.4394712,-721.7966647,-235.1131654,-167.0760415,-717.5987857,-239.6580061,-140.2623942,-716.3040656,-268.6244682,-181.8088433,-703.8210934,-273.4165378,-149.2670628,-701.7267424,307.3442146,57.27204912,45.95256319
317_Femur_L,-181.8602486,-419.955886,-666.9745883,-228.6089954,-431.1306914,-1153.53641,-190.2233842,-459.740893,-1128.23929,-258.1528268,-399.1130948,-1131.530959,-208.7903164,-452.3037761,-1164.930472,-245.2704638,-414.6376046,-1162.622656,-230.9089508,-478.3003142,-1145.870142,-271.6101695,-431.3231491,-1148.250599,-191.0195654,-417.1911807,-1141.572518,-218.6088414,-383.8652256,-1139.512847,-225.469213,-464.1437307,-1119.65465,-257.955317,-423.1228154,-1116.322909,488.9301872,91.10968209,73.10238599
318_Femur_L,15.56478556,-134.8282504,-197.8058697,5.214962884,-144.6305538,-342.1063963,19.31636446,-146.2867164,-334.6039833,-7.120795834,-140.7881288,-335.5801994,13.44483746,-147.1297912,-345.4855541,-1.510039953,-142.8651513,-344.8011207,11.61883577,-157.0865909,-339.8327971,-5.800865417,-151.0564527,-340.5387737,12.80235139,-135.4763647,-338.5582428,0.774587065,-131.0080695,-337.9474027,10.91674922,-152.6439955,-332.058021,-3.50976438,-146.9254671,-331.0699204,145.0029171,27.02056454,21.6801078
319_Femur_L,330.6674682,-445.4850471,-808.5676244,314.0630654,-501.3389594,-1398.422386,367.3674827,-478.3808088,-1367.754902,262.5407158,-512.9489662,-1371.745364,348.3051708,-493.3657944,-1412.23531,286.6481038,-508.834208,-1409.437564,362.1911761,-532.3452919,-1389.128633,288.2001431,-546.6014846,-1392.014442,322.2129916,-453.4253726,-1383.91866,270.5017742,-462.1902841,-1381.421739,350.6258035,-518.0532931,-1357.347816,287.8676465,-527.2949957,-1353.308774,592.7259109,110.4514932,88.62140101
320_Femur_L,481.8545163,-208.6652076,-765.2820887,494.6764117,-262.3044004,-1323.559801,527.5035616,-218.2610122,-1294.534058,457.9396399,-296.2027908,-1298.310896,518.9702645,-239.5645834,-1336.63327,475.7523565,-281.4216555,-1333.985297,548.7985147,-264.9433535,-1314.763577,494.8972363,-311.643654,-1317.494898,478.6823123,-219.1745452,-1309.832512,440.4443389,-250.830292,-1307.469261,532.5553475,-258.7018356,-1284.684101,485.4882294,-295.9761695,-1280.861284,560.9951587,104.5386271,83.87717839
321_Femur_L,538.0321249,62.11127581,-789.3443108,577.148216,20.81030907,-1365.175553,583.7571326,77.08195118,-1335.237175,561.8150194,-28.41553534,-1339.132765,587.1214225,53.65162305,-1378.660082,570.1033775,-6.025814338,-1375.928851,626.8540313,46.3649634,-1356.102756,602.7907651,-23.14835309,-1358.919955,540.6184247,51.08778244,-1351.016647,522.7876932,3.090989634,-1348.57909,609.1258545,43.5632871,-1325.077512,586.3060674,-14.00571454,-1321.134497,578.6341313,107.825561,86.51446914
322_Femur_L,333.7264792,247.7131178,-605.7227471,375.5683539,235.2742517,-1047.600996,358.3697009,275.2062216,-1024.627046,384.2657652,196.6772831,-1027.616423,369.595412,260.9260605,-1057.948681,381.1832739,214.7368651,-1055.852803,398.7961463,271.3284919,-1040.638762,409.4758964,215.8995452,-1042.80061,339.67482,241.3796107,-1036.735812,346.2408834,202.6411555,-1034.865292,388.0895727,262.6645175,-1016.83078,395.0128148,215.6504619,-1013.80501,444.0291147,82.74259304,66.38900306
323_Femur_L,91.61238067,211.5534251,-335.9894773,115.1621339,217.1827506,-581.0957453,95.82532308,231.5951837,-568.3522821,130.0448845,201.0538369,-570.0104652,105.1784438,227.8487246,-586.8355216,123.5553743,208.8743327,-585.6729555,116.32074,240.9445208,-577.2338507,136.8240417,217.2797014,-578.4330099,96.22640063,210.1607006,-575.0689159,110.124541,193.3726993,-574.0313539,113.5804637,233.81312,-564.0277565,129.9453887,213.1487707,-562.3493867,246.2993358,45.89664279,36.82543962
324_Femur_L,-49.02673688,424.6887393,-623.0587816,-16.42634986,455.5645228,-1077.583768,-60.84364697,460.7811861,-1053.952294,22.42943742,443.4614612,-1057.027228,-42.34921875,463.4367451,-1088.227608,4.756399062,450.0037701,-1086.071745,-36.59758766,494.7991689,-1070.422272,18.27185485,475.8051392,-1072.645993,-40.32548413,426.7302018,-1066.407618,-2.439832921,412.6557431,-1064.483563,-34.3861205,480.8056605,-1045.932895,11.05523067,462.793155,-1042.820527,456.7374109,85.11072009,68.28908361
325_Femur_L,73.42831154,-122.9965967,864.425793,63.43813369,-84.11565427,538.7027064,32.86344794,-78.35755097,556.1509688,93.68700784,-88.98308899,549.8450019,47.37482314,-79.98631903,532.1117026,78.61725094,-87.45555956,533.0475783,50.52312507,-56.96867758,545.5366252,87.3027875,-66.19095385,542.6327664,50.73772221,-105.1418172,548.1225778,77.43235881,-113.3408702,546.7946034,49.64625809,-64.61776363,566.2742813,85.63667629,-69.72659624,562.6625287,328.1875386,62.065874,48.24297445
326_Femur_L,113.8208303,-835.0841361,1065.095428,98.33510938,-530.4387291,657.9723838,50.94145365,-536.2321573,685.8581056,145.2237263,-545.6086834,669.1575466,73.43545821,-519.7870818,652.3249101,121.8641773,-530.5392974,647.7922347,78.31562408,-499.2926593,688.1865732,135.3275807,-509.4222116,677.1406709,78.64826995,-565.9655444,654.321549,120.0274824,-575.9428849,646.1841939,76.95639729,-525.63362,710.0968412,132.7449507,-529.6925467,701.2887606,508.721736,96.20797705,74.78117494
327_Femur_L,66.58670214,-734.6315276,295.3484398,57.5273491,-461.2008731,178.1958975,29.80142908,-472.292794,190.6292029,84.95781469,-472.1582587,179.4253955,42.96072143,-454.1524371,178.4503596,71.2921673,-458.2740632,173.0088466,45.81568348,-454.2589921,202.6139386,79.16843768,-456.159992,194.0547209,46.01028575,-478.1321573,165.9544216,70.2176763,-480.8068106,158.9133028,45.0205177,-474.0131809,206.0095714,77.65756472,-473.4931586,200.3598141,297.6089933,56.28294834,43.74798365
328_Femur_L,63.40081138,-746.3782769,-106.1999638,54.77490989,-465.1365115,-72.62867167,28.37555733,-480.2020083,-67.65690514,80.89294426,-474.7571954,-76.83140089,40.90523345,-459.4455869,-69.06324575,67.88114003,-460.2536577,-75.51247358,43.6235977,-471.0371782,-49.18893416,75.38056434,-468.5298755,-57.15180005,43.80888908,-473.2699886,-90.78346461,66.85805886,-472.1233647,-97.86284037,42.86647723,-488.9428633,-55.79344748,73.94198023,-485.824338,-60.20460886,283.3696675,53.59004842,41.65482851
329_Femur_L,73.19981732,-684.9782292,-537.0546504,63.2407269,-423.1515284,-341.132796,32.76118345,-441.0852382,-344.8586332,93.3954726,-430.3448679,-350.8888123,47.22740216,-419.5195566,-334.282568,78.37260977,-416.6045277,-341.1974729,50.36590721,-442.5827093,-321.1023093,87.03111868,-435.4789303,-327.6167705,50.57983657,-420.8036239,-363.9806032,77.19140478,-415.5703735,-370.3971747,49.49176886,-456.6735187,-338.042561,85.37019207,-451.008915,-340.6529153,327.1662846,61.87273741,48.09285201
330_Femur_L,47.12047323,-209.0050686,-519.8663415,40.70956852,-126.1013799,-326.3715231,21.08915739,-134.8998819,-334.2207865,60.12089959,-126.9714413,-334.1255818,30.40140838,-126.2814514,-321.3836557,50.45032346,-122.4307326,-324.3003488,32.42173914,-143.3809509,-321.45906,56.02401274,-137.3239699,-322.8043138,32.55945059,-117.4386271,-338.3530464,49.68995356,-112.4559377,-340.2457806,31.85903538,-145.7838905,-335.4382284,54.95483456,-141.7858064,-335.0702316,210.6047626,39.82896099,30.9585191
331_Femur_L,129.8970003,217.584861,-1529.196507,112.2240604,148.8032469,-952.9820876,58.13647648,138.6169804,-983.8486144,165.7352734,157.4138925,-972.69316,83.80755716,141.4983225,-941.322394,139.0763979,154.7116447,-942.9779875,89.37700262,100.7793884,-965.0715056,154.4413861,117.0938862,-959.9344877,89.75663174,185.9991927,-969.6461374,136.9802863,200.5035761,-967.2969087,87.82579727,114.310863,-1001.757074,151.4939828,123.3485491,-995.3677694,580.5741127,109.7964898,85.34334432
332_Femur_L,60.17831373,441.518086,-563.1275634,51.99084428,280.4487384,-347.8771719,26.93330186,283.511787,-362.620657,76.78136718,288.4692586,-353.7908894,38.82612728,274.8170963,-344.891291,64.43091897,280.5019099,-342.4948161,41.40632417,263.9814718,-363.8517432,71.54916714,269.3370765,-358.0116542,41.58219767,299.2321529,-345.9469357,63.45983835,304.5072816,-341.6446274,40.68768615,277.9082248,-375.4359407,70.1837025,280.0542236,-370.7790125,268.9667274,50.86620623,39.53762235
333_Femur_L,130.2424549,1436.926752,-577.6965164,112.5225147,902.1010502,-348.5481397,58.29108755,923.7966587,-372.8674731,166.1760381,923.5335098,-350.9530167,84.03043919,888.3144296,-349.0458631,139.4462646,896.3762599,-338.4023564,89.61469632,888.5228493,-396.3094119,154.8521153,892.2411727,-379.5677279,89.99533505,935.2183538,-324.6040213,137.3445785,940.44993,-310.8317129,88.05936561,927.1617061,-402.9512119,151.8968735,926.1445514,-391.9003828,582.1181204,110.0884881,85.57031067
334_Femur_L,60.47001902,711.8758833,101.29072,52.24286205,443.6349171,69.27130839,27.06385698,458.0039899,64.52936882,77.15355327,452.8108712,73.2797605,39.01433107,438.2070635,65.87069934,64.74323813,438.9777801,72.02180248,41.60703508,449.2628171,46.91510597,71.89599093,446.871418,54.5098771,41.7837611,451.3924126,86.5868703,63.76745034,450.2987931,93.33899189,40.88491357,466.3407865,53.2143163,70.5239074,463.3664195,57.4215655,270.270503,51.11277248,39.72927503
335_Femur_L,70.94739978,663.9008955,520.5290448,61.29475862,410.1308139,330.6358642,31.75309536,427.512689,334.2470543,90.52161843,417.1028085,340.09168,45.77417683,406.6106008,323.9964232,75.96102123,403.7852697,330.6985509,48.81610754,428.9640817,311.2217318,84.35310082,422.0788916,317.5357377,49.02345412,407.8551563,352.7806259,74.81616288,402.7829373,358.9997543,47.96886714,442.6213054,327.6407182,82.74328227,437.1310062,330.1707498,317.0991136,59.9688633,46.61299607
336_Femur_L,110.6483977,490.7861565,1220.751273,95.59429729,296.1115343,766.3863199,49.52160521,316.7721958,784.8179773,141.1760271,298.1546145,784.5944173,71.38865322,296.5343787,754.6737989,118.4675592,287.4921124,761.5227838,76.13279832,336.6874605,754.8508633,131.5557085,322.4644446,758.0097912,76.45617264,275.7696393,794.521359,116.6820569,264.0692774,798.9658816,74.81145613,342.3300486,787.6767771,129.045062,332.9417387,786.8126461,494.5425614,93.52645275,72.69686197
337_Femur_L,51.08862489,-85.57635142,601.4345714,44.13783931,-58.52447126,374.808843,22.86513647,-54.51820211,386.94868,65.18385484,-61.91104711,382.5612282,32.96159911,-55.65143694,370.2230734,54.69889146,-60.84825026,370.8742201,35.15206779,-39.63663795,379.5636236,60.74195727,-46.05314682,377.5432292,35.30137632,-73.15367531,381.3628311,53.87448861,-78.85826434,380.438877,34.54197712,-44.95858094,393.9920956,59.5827405,-48.51311225,391.4791756,228.3404003,43.18307325,33.56562578
338_Femur_L,807.1931836,-200.24461,1159.009679,527.960969,-136.9444914,707.8943149,499.0560427,-127.5700113,757.3837486,579.6799519,-144.8689186,698.9808614,499.9475409,-130.2217272,711.6773798,544.7590866,-142.3820243,687.5647841,515.3146573,-92.74785588,728.0428201,564.807691,-107.7621828,694.0090099,517.7222549,-171.1761362,731.5141517,554.2788906,-184.5246044,707.9116956,530.9593044,-105.2009505,757.9953105,578.7633137,-113.5183854,723.6058822,534.3057237,101.0463466,78.54197491
339_Femur_L,1310.397717,-205.2318071,615.0819167,831.3775021,-140.3551659,357.7678459,831.0826536,-130.7472094,416.5067906,872.7152485,-148.476955,323.3527805,808.4515873,-133.4649676,375.4812311,835.8694899,-145.9281233,331.1152301,830.477866,-95.0577899,382.1321801,856.9668767,-110.4460565,326.561125,834.3937292,-175.4393677,383.9795339,854.746044,-189.1202865,344.2965813,859.7132009,-107.8210353,400.7006948,884.5208058,-116.3456204,345.6795404,547.6128887,103.5629588,80.49810402
340_Femur_L,1266.063605,-180.1444565,-107.5452787,788.9999304,-123.1982772,-92.9133685,814.555172,-114.7647887,-48.13277867,805.3192663,-130.3272662,-137.216765,779.3465512,-117.1503306,-69.38656836,780.7172624,-128.0900014,-115.145153,799.0090902,-83.43801157,-73.99766456,794.7560126,-96.94523039,-127.8662469,802.7965529,-153.9938179,-74.31196989,800.8515623,-166.0023936,-113.4097249,829.3820752,-94.64108943,-72.71337923,824.0921954,-102.1236369,-125.4260111,480.6731839,90.90351633,70.65808849
341_Femur_L,732.8383466,-126.6140668,-510.3858308,447.5994537,-86.5895915,-333.8281384,478.8914743,-80.66213582,-315.5516401,441.9635037,-91.60018302,-366.5298962,449.9914743,-82.3388078,-316.1153317,434.7451523,-90.02772721,-344.4495377,460.3392931,-58.6441913,-325.8319133,438.8198169,-68.13770522,-357.1262102,462.5342057,-108.2341579,-327.3542301,447.6104434,-116.6743543,-350.4688813,479.278163,-66.51824568,-335.7239769,457.5338306,-71.77733488,-365.9503087,337.8399079,63.8913021,49.66185535
342_Femur_L,605.623035,-202.0757017,-1290.246097,352.2660035,-138.1967494,-818.5923734,410.1016462,-128.7365465,-818.3020591,318.3801815,-146.1936397,-859.2944177,369.7069879,-131.4125104,-796.019019,326.0232583,-143.6840046,-823.0152823,376.255657,-93.59596772,-817.7065721,321.5391873,-108.7475898,-843.7882283,378.0746018,-172.7414177,-821.5622163,339.0019034,-186.211948,-841.6015481,394.5386205,-106.1629368,-846.4923188,340.363595,-114.5564287,-870.9184262,539.1915624,101.970342,79.26018423
343_Femur_L,-59.70893577,-100.0158623,-702.9161241,-51.58532683,-68.39945101,-438.0512723,-26.72322788,-63.71719408,-452.2394942,-76.18248896,-72.35745223,-447.1117367,-38.5232918,-65.04164245,-432.6917344,-63.9283716,-71.11532703,-433.4527506,-41.08336371,-46.32462655,-443.6083389,-70.99109896,-53.82380894,-441.2470382,-41.25786543,-85.49707708,-445.7111311,-62.9648652,-92.16421561,-444.6312759,-40.37033091,-52.54455423,-460.4713628,-69.63628465,-56.69885047,-457.5344316,266.8688446,50.46946071,39.22923739
344_Femur_L,-746.770086,-185.255138,-1072.251074,-488.4400243,-126.6934009,-654.9043143,-461.6987996,-118.0206551,-700.6891765,-536.2875409,-134.0246387,-646.6580845,-462.523564,-120.4738746,-658.4041949,-503.9807052,-131.7239029,-636.0965669,-476.7403624,-85.80514023,-673.5445869,-522.5285552,-99.69555759,-642.058405,-478.9677374,-158.3626083,-676.7560692,-512.7878966,-170.7118661,-654.920394,-491.2139169,-97.32604837,-701.2549594,-535.4395185,-105.020875,-669.4397796,494.3098377,93.48244072,72.66265197
345_Femur_L,-893.4619819,-139.9321861,-419.3782554,-566.8540026,-95.69766725,-243.9350775,-566.6529675,-89.1467219,-283.9847611,-595.0391134,-101.2353065,-220.470024,-551.2225397,-90.99975752,-256.0125072,-569.9167524,-99.4974492,-225.7626566,-566.2406082,-64.81278185,-260.5472908,-584.3014791,-75.30488743,-222.6575537,-568.9105418,-119.6189547,-261.8068629,-582.7872597,-128.9469478,-234.750032,-586.1739917,-73.51508225,-273.2077692,-603.088438,-79.32735783,-235.6929681,373.3761823,70.61181902,54.88562334
346_Femur_L,-595.6329808,-84.7508602,50.59581104,-371.1933417,-57.95992935,43.71207451,-383.2160748,-53.99230568,22.64457356,-378.8709455,-61.31383743,64.55507482,-366.6518076,-55.11460904,32.64364316,-367.2966732,-60.26129259,54.17125206,-375.9022565,-39.25429287,34.81298202,-373.9013513,-45.60890647,60.15602493,-377.6841083,-72.44801638,34.96085028,-376.769067,-78.09757749,53.35480161,-390.1915478,-44.52489905,34.20877643,-387.7028681,-48.04514245,59.00799025,226.1377708,42.76651835,33.24184323
347_Femur_L,-1160.596022,-200.5186858,808.2979928,-708.8632132,-137.131928,528.6835917,-758.4203834,-127.744617,499.7391031,-699.9375598,-145.0672014,580.4733626,-712.6514561,-130.3999623,500.6318215,-688.5058573,-142.5769032,545.5047009,-729.0392958,-92.87480032,516.0199709,-694.9589034,-107.9096774,565.580746,-732.5153787,-171.4104258,518.4308638,-708.8806178,-184.7771641,555.0375348,-759.0327823,-105.3449395,531.686031,-724.5962851,-113.6737586,579.5554699,535.0370313,101.1846492,78.64947569
348_Femur_L,-496.7039936,-165.7331413,1058.200154,-288.9122782,-113.3425801,671.3715917,-336.3463965,-105.5837593,671.1334893,-261.1206947,-119.9012595,704.7535253,-303.2165666,-107.7784611,652.8579708,-267.3891926,-117.8429729,674.9990569,-308.587482,-76.76308241,670.6450985,-263.7115651,-89.18974181,692.0360661,-310.0792964,-141.6745188,673.8073194,-278.0336769,-152.7224244,690.2426522,-323.5823228,-87.06992904,694.2538361,-279.1504734,-93.95388274,714.2869993,442.219973,83.63135682,65.00553611
349_Femur_L,88.32595295,-147.9509931,1039.806449,76.30889903,-101.1816174,647.9984205,39.53101052,-94.25527041,668.9867065,112.694873,-107.0365907,661.4013416,56.98655344,-96.21449414,640.0701885,94.5676601,-105.1991456,641.195941,60.77360454,-68.52687512,656.2188517,105.0153781,-79.62023029,652.7258381,61.03174063,-126.473713,659.3294602,93.14236889,-136.3362463,657.7320572,59.71883275,-77.72786042,681.1639063,103.0112348,-83.87320816,676.8193765,394.7724855,74.65822582,58.03084128
350_Femur_L,95.85201365,-53.48872937,662.3835742,74.32578826,-31.51456097,412.7917364,51.83001123,-39.40766264,426.1618169,96.26410737,-23.15523318,421.3297435,62.08393295,-34.92871236,407.7412478,85.67842642,-27.91530193,408.4583813,55.35431107,-18.44776655,418.0283635,83.29501434,-10.47617849,415.8032236,73.95353621,-50.33369074,420.0099015,94.80968978,-45.54700866,418.9923146,57.70304667,-23.85972969,433.9190078,83.54399583,-13.46080923,431.1514301,251.4802735,47.55921884,36.96714528
351_Femur_L,245.8959933,3.592300817,1484.014359,179.5139588,22.11398376,924.8249626,144.708291,-18.40060187,954.7794967,212.715745,62.90869907,943.9536451,159.5861763,1.776233257,913.5097701,197.5090728,41.81478271,915.1164469,128.0669003,26.21492372,936.5571826,173.3492013,72.98124138,931.5719448,199.8730283,-14.81695754,940.9966508,234.9772408,17.833658,938.7168333,138.6865729,18.34539794,972.1588267,177.1756956,67.46920272,965.9583029,563.4202768,106.5524063,82.82176149
352_Femur_L,120.48542,71.92915243,846.7771261,82.39829557,62.1429404,527.7042093,76.75775337,32.19248688,544.7962368,87.16635365,91.7742343,538.6190166,78.35326746,46.40758862,521.2477717,85.67001123,77.01215114,522.1645399,55.80556882,49.49161281,534.3986024,64.83955723,85.52035826,531.5540306,102.995175,49.7018286,536.9317586,111.0268309,75.85145051,535.6308969,63.29848627,48.63264851,554.7128653,68.3030137,83.88826344,551.1748526,321.487053,60.79869764,47.25801522
